image_name,label,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
goddess\god016.jpg,goddess,0.5116634,0.1674001,0.5264691,0.14411913,0.49525493,0.14549942,0.550613,0.16532196,0.47718614,0.16736746,0.6083604,0.28363392,0.42010805,0.2718291,0.7087833,0.30507958,0.3210548,0.30116087,0.73217416,0.16179778,0.27637574,0.18413559,0.57880294,0.5864647,0.4337909,0.57821107,0.70579034,0.63823223,0.3021107,0.6340749,0.74030286,0.90772,0.27566245,0.89518493
goddess\god017.jpg,goddess,0.6342548,0.13527443,0.64288884,0.10888142,0.6205841,0.11341872,0.64825076,0.12970133,0.5903167,0.13357303,0.690406,0.26760498,0.533952,0.25776666,0.7450292,0.39217275,0.5336729,0.38147053,0.6779519,0.36211798,0.615459,0.36134303,0.67425185,0.58068573,0.5498587,0.57787114,0.78295547,0.65204847,0.445455,0.66907835,0.7854325,0.917239,0.43430755,0.9191144
goddess\god018.jpg,goddess,0.7260317,0.3107796,0.7340863,0.29940343,0.7164452,0.29833525,0.74497634,0.31633174,0.70092374,0.31341767,0.77341604,0.382624,0.6594746,0.37841603,0.8276031,0.37054303,0.6052226,0.37018403,0.8563274,0.29001415,0.5959185,0.286945,0.752815,0.57345915,0.6688307,0.5746427,0.8167643,0.6667228,0.61970866,0.6793946,0.80668664,0.7922571,0.60322833,0.8008866
goddess\god018.jpg,goddess,0.17720762,0.1360845,0.18153425,0.13273415,0.17650035,0.13176817,0.19052826,0.13795081,0.1766534,0.13557355,0.20191869,0.1625318,0.17114982,0.15822408,0.21650901,0.15735558,0.15803446,0.1507421,0.21482216,0.1281453,0.15398169,0.12629847,0.19450982,0.22947182,0.17173198,0.22507457,0.20083302,0.27273977,0.15370479,0.26195726,0.21411115,0.31634513,0.16555469,0.29910266
goddess\god019.jpg,goddess,0.5285312,0.47145692,0.5341232,0.45323715,0.51703197,0.4615192,0.5410809,0.4363257,0.49251747,0.44911364,0.5706061,0.4718018,0.44809115,0.4701851,0.6349344,0.5226694,0.39283487,0.5325344,0.6580368,0.60995066,0.36318192,0.6185214,0.5559407,0.6318425,0.4625003,0.63156134,0.6461087,0.6427637,0.3673729,0.65809023,0.6765928,0.82858855,0.35362238,0.82167923
goddess\god020.jpg,goddess,0.4784982,0.185941,0.49038586,0.16958778,0.4682074,0.17045458,0.51290476,0.19402657,0.46075183,0.19423917,0.5583445,0.29858485,0.42626533,0.28539658,0.63154423,0.27482998,0.36998293,0.2801153,0.64357364,0.14723793,0.3608398,0.16031311,0.53107244,0.553452,0.4280659,0.5379684,0.62307477,0.6708926,0.32923052,0.620529,0.6670274,0.89374477,0.33048314,0.81804526
goddess\god021.jpg,goddess,0.5174424,0.35503334,0.5315219,0.3378932,0.50264895,0.33899087,0.5548324,0.34780508,0.48449224,0.34918353,0.6092205,0.43146372,0.43582684,0.42380446,0.7052926,0.43452364,0.34785375,0.42962298,0.72128,0.33550566,0.32748356,0.34166133,0.5923418,0.6417143,0.461533,0.6375494,0.70050263,0.6681816,0.35028997,0.663744,0.73260033,0.8558863,0.32494926,0.8423835
goddess\god022.jpg,goddess,0.49253136,0.2690525,0.5025554,0.2492429,0.4804323,0.24989657,0.51928985,0.2681023,0.46605444,0.27052355,0.56157035,0.36347538,0.42782354,0.3602203,0.64235216,0.36387932,0.34850168,0.3824418,0.66744727,0.25183237,0.32691818,0.26198584,0.54805446,0.6051267,0.44628423,0.5994479,0.6326359,0.64209485,0.35333988,0.63125527,0.6517643,0.881682,0.31313986,0.8643304
goddess\god023.jpg,goddess,0.45273948,0.19585827,0.46436805,0.17832679,0.44959438,0.17831981,0.4968898,0.19316328,0.4527109,0.19313462,0.53746736,0.29525492,0.43054962,0.2931907,0.50633407,0.42397612,0.39225048,0.42504913,0.44874883,0.3558609,0.4166241,0.3480808,0.5481254,0.5228714,0.4592453,0.51635164,0.5983889,0.56890213,0.37272605,0.5377432,0.6371214,0.7998555,0.3863782,0.7601078
goddess\god024.jpg,goddess,0.49676245,0.19069265,0.5104347,0.17193124,0.48586857,0.17081386,0.53119177,0.1976736,0.4706646,0.1931755,0.57207114,0.3042784,0.42595506,0.29304108,0.60201156,0.41121042,0.38957736,0.39807135,0.53191197,0.39648587,0.47305495,0.39711982,0.5661888,0.52995735,0.44824478,0.52655286,0.655182,0.63195294,0.34993917,0.6378297,0.6914429,0.84536904,0.30396768,0.8480997
goddess\god025.jpg,goddess,0.47907296,0.29375693,0.48721856,0.2752485,0.46852013,0.27849123,0.5012651,0.29748118,0.45619702,0.3037625,0.53901815,0.39377663,0.42216447,0.39070323,0.6041282,0.378789,0.36074007,0.38245255,0.62031645,0.24916318,0.33879492,0.27368075,0.5278231,0.6372362,0.4379486,0.6345955,0.6119069,0.6920669,0.34658104,0.70197815,0.6334859,0.9110915,0.32912272,0.90562373
goddess\god026.jpg,goddess,0.5343437,0.13340726,0.54169506,0.10683436,0.5154405,0.110150054,0.5397251,0.1227689,0.4627266,0.12424639,0.5667801,0.2540605,0.38724774,0.2501786,0.6760229,0.30105633,0.32429528,0.29919708,0.74378693,0.17984769,0.24814256,0.18339138,0.5399564,0.55327237,0.40418577,0.5569925,0.6763467,0.6094722,0.29289916,0.64693826,0.66389215,0.87479573,0.25773817,0.89828134
goddess\god027.jpg,goddess,0.388463,0.1223807,0.39774686,0.09471299,0.37342072,0.0970149,0.40973788,0.1158389,0.35142425,0.11793226,0.43464193,0.2710649,0.31678763,0.25267398,0.46803975,0.43494597,0.290931,0.42933002,0.5323282,0.52926064,0.2339353,0.52598125,0.4200255,0.5573916,0.32374352,0.5516502,0.53749114,0.575333,0.23736106,0.5786581,0.5401074,0.89412564,0.2191158,0.894917
goddess\god028.jpg,goddess,0.50842535,0.23383485,0.51684976,0.22254843,0.49573344,0.22642931,0.51870346,0.24170911,0.47352532,0.2483411,0.5501698,0.31529126,0.5112043,0.32718503,0.6978086,0.321753,0.7165384,0.32914665,0.74471194,0.21719168,0.7432466,0.20374928,0.49743238,0.5609353,0.44905877,0.55559677,0.46401593,0.67728245,0.3220717,0.67476034,0.45366195,0.83703345,0.2936237,0.8421656
goddess\god029.jpg,goddess,0.5622054,0.22833659,0.5770027,0.20845169,0.5450782,0.2099594,0.6015692,0.21891005,0.5243505,0.22103296,0.6619592,0.31624556,0.46534786,0.30809346,0.7891686,0.32821518,0.3538827,0.33268246,0.9133126,0.30341062,0.22163567,0.32349283,0.62114364,0.5647173,0.47436324,0.5583844,0.74904233,0.6407463,0.33920994,0.63854456,0.7765842,0.8586932,0.31950542,0.852305
goddess\god030.jpg,goddess,0.4615232,0.32102352,0.47578838,0.30036223,0.4441594,0.30389142,0.50069964,0.30752158,0.4234197,0.31350073,0.5604094,0.3969407,0.37724122,0.39334613,0.67670447,0.40188903,0.27336928,0.40933418,0.8038707,0.38915917,0.13371137,0.40459877,0.5442379,0.62356114,0.3997604,0.62126094,0.69272214,0.6581298,0.2522117,0.66003686,0.72755563,0.86818886,0.19752556,0.85937274
goddess\god031.jpg,goddess,0.7260317,0.3107796,0.7340863,0.29940343,0.7164452,0.29833525,0.74497634,0.31633174,0.70092374,0.31341767,0.77341604,0.382624,0.6594746,0.37841603,0.8276031,0.37054303,0.6052226,0.37018403,0.8563274,0.29001415,0.5959185,0.286945,0.752815,0.57345915,0.6688307,0.5746427,0.8167643,0.6667228,0.61970866,0.6793946,0.80668664,0.7922571,0.60322833,0.8008866
goddess\god031.jpg,goddess,0.17720762,0.1360845,0.18153425,0.13273415,0.17650035,0.13176817,0.19052826,0.13795081,0.1766534,0.13557355,0.20191869,0.1625318,0.17114982,0.15822408,0.21650901,0.15735558,0.15803446,0.1507421,0.21482216,0.1281453,0.15398169,0.12629847,0.19450982,0.22947182,0.17173198,0.22507457,0.20083302,0.27273977,0.15370479,0.26195726,0.21411115,0.31634513,0.16555469,0.29910266
goddess\god032.jpg,goddess,0.52429104,0.19839165,0.511295,0.18493184,0.52655697,0.18397735,0.4562241,0.20134935,0.5524836,0.20173039,0.3822213,0.28715783,0.6304196,0.28745395,0.27577266,0.2761536,0.7484721,0.26146096,0.21460797,0.16713496,0.817696,0.13227428,0.4058632,0.61472625,0.5962111,0.6122133,0.288268,0.6031128,0.74468637,0.5803677,0.15550758,0.85315067,0.8386408,0.84167475
goddess\god033.jpg,goddess,0.50412196,0.12048808,0.5198753,0.098973155,0.49318233,0.09744005,0.54354966,0.13202195,0.47826242,0.12626383,0.58855784,0.26369348,0.43032512,0.25165442,0.621913,0.39573234,0.38751197,0.3822128,0.53324556,0.37118584,0.46788594,0.38063732,0.5865719,0.546769,0.45680395,0.54193735,0.6854777,0.6678856,0.33967495,0.67214143,0.7341321,0.9238137,0.2932192,0.92366284
goddess\god034.jpg,goddess,0.5343437,0.13340726,0.54169506,0.10683436,0.5154405,0.110150054,0.5397251,0.1227689,0.4627266,0.12424639,0.5667801,0.2540605,0.38724774,0.2501786,0.6760229,0.30105633,0.32429528,0.29919708,0.74378693,0.17984769,0.24814256,0.18339138,0.5399564,0.55327237,0.40418577,0.5569925,0.6763467,0.6094722,0.29289916,0.64693826,0.66389215,0.87479573,0.25773817,0.89828134
goddess\god035.jpg,goddess,0.52582073,0.19421858,0.542705,0.17263353,0.5104907,0.17065807,0.5652518,0.1952704,0.48752773,0.18869305,0.61694294,0.32260573,0.42632478,0.30897447,0.71767277,0.36836672,0.3323513,0.36404005,0.72463834,0.25973544,0.32083088,0.2459852,0.5840309,0.6585983,0.44199944,0.6504493,0.68387055,0.7720146,0.33467367,0.756421,0.70712316,1,0.29958957,0.997842
goddess\god036.jpg,goddess,0.52908623,0.16714562,0.54193974,0.14366443,0.51343185,0.14671749,0.5620981,0.15890817,0.49567214,0.16431665,0.59637904,0.2791346,0.46790433,0.27711222,0.6065713,0.42620385,0.46960744,0.428415,0.55412614,0.335073,0.5217576,0.33790082,0.5981807,0.537593,0.4834341,0.53438014,0.71086615,0.61425114,0.3613028,0.61672306,0.7486511,0.84549934,0.31634253,0.8352718
goddess\god037.jpg,goddess,0.48389706,0.31760016,0.492042,0.2985775,0.47220382,0.30138186,0.5070579,0.31485394,0.45980898,0.3223488,0.5464478,0.4082254,0.42445523,0.4059739,0.61391616,0.40659356,0.3541845,0.41517538,0.62456626,0.2870735,0.33635467,0.2961133,0.5349833,0.6540554,0.4379901,0.64984363,0.6239258,0.7068159,0.33736303,0.705865,0.6622153,0.93526703,0.30958524,0.91769767
goddess\god038.jpg,goddess,0.4947247,0.17118712,0.50119543,0.15127172,0.48591837,0.15300375,0.51224285,0.17066064,0.47469047,0.17590217,0.54754686,0.28046796,0.44381878,0.27778673,0.59970593,0.27343115,0.3965625,0.26959008,0.612842,0.153536,0.38105378,0.14836709,0.53722346,0.5627875,0.46274465,0.5604147,0.5870532,0.6959512,0.40444383,0.7009341,0.5889388,0.92023236,0.40404564,0.91950625
goddess\god039.jpg,goddess,0.4956369,0.19641884,0.50727165,0.1740532,0.48267555,0.17637995,0.52831346,0.19300501,0.46822837,0.1970794,0.58002585,0.30707115,0.4210225,0.30128047,0.6592637,0.32211852,0.3466104,0.32196566,0.6646738,0.19777831,0.33562407,0.20045732,0.55900234,0.5849636,0.43864042,0.5810751,0.6640639,0.6735426,0.33944562,0.6692102,0.6857234,0.9168288,0.32098877,0.9006621
goddess\god040.jpg,goddess,0.496213,0.45708647,0.5111623,0.44610134,0.4798621,0.44569963,0.5326668,0.45349488,0.45721462,0.4533899,0.5473835,0.49512115,0.4418581,0.49335238,0.5931558,0.41727844,0.4059695,0.42665705,0.611321,0.3344311,0.3807642,0.34676692,0.52915114,0.64031726,0.44878057,0.6366649,0.55202466,0.7052438,0.39495304,0.6942565,0.5892956,0.750412,0.38940212,0.72426337
goddess\god040.jpg,goddess,0.49673185,0.45598602,0.5113367,0.44651145,0.4809242,0.44538876,0.53268415,0.4573843,0.45877472,0.4552101,0.5527102,0.50059664,0.4415872,0.49859297,0.5952326,0.42226753,0.3967292,0.42540595,0.6200949,0.3526771,0.362587,0.34656927,0.5604947,0.65156895,0.46181652,0.65109324,0.65978277,0.6859211,0.33587644,0.6984007,0.6940752,0.81740093,0.29395714,0.8291874
goddess\god041.jpg,goddess,0.5092996,0.19468677,0.52902937,0.16841239,0.48674586,0.17106056,0.5586992,0.19158137,0.45787564,0.19422336,0.63365513,0.3347486,0.3732381,0.3144598,0.8187416,0.3386925,0.1877844,0.31567308,0.8963112,0.1847312,0.10670197,0.20378242,0.5999502,0.64868814,0.39991724,0.643321,0.79480535,0.5731948,0.2238811,0.5786823,0.8808668,0.90308696,0.15035579,0.8920957
goddess\god042.jpg,goddess,0.5038017,0.19862702,0.5137467,0.18121026,0.49234432,0.18301576,0.5291682,0.20125993,0.47541985,0.20226708,0.5643448,0.30748826,0.43802235,0.28954366,0.6164815,0.2816362,0.38750118,0.27890164,0.6418499,0.15466306,0.38154492,0.15663731,0.5417951,0.5487676,0.4431452,0.5341672,0.62255085,0.6774859,0.34907836,0.6296648,0.6558793,0.89376235,0.34959963,0.8232617
goddess\god043.jpg,goddess,0.5142498,0.19589679,0.52848434,0.18328376,0.49924725,0.18221007,0.5479248,0.20517436,0.47956926,0.2025519,0.5897357,0.2950312,0.4320405,0.2852205,0.702761,0.30472592,0.32203588,0.2885501,0.7382037,0.20505679,0.29436848,0.20502076,0.56445605,0.50903124,0.44964164,0.50612193,0.6431817,0.64963496,0.3702414,0.6562134,0.7013206,0.811216,0.31918484,0.81795055
goddess\god044.jpg,goddess,0.51709545,0.11392298,0.53231233,0.0887457,0.49971038,0.09055331,0.5532106,0.12708661,0.47653526,0.12722246,0.6065838,0.2718158,0.41764498,0.25648957,0.72001004,0.32853314,0.3156552,0.31125963,0.77339554,0.14678262,0.27848655,0.1574992,0.5861875,0.57367426,0.43530282,0.569083,0.7496235,0.58236,0.3080748,0.58410215,0.7764675,0.8640859,0.23711188,0.8541811
goddess\god045.jpg,goddess,0.48247463,0.19824539,0.49077687,0.18202472,0.47175083,0.18378769,0.503742,0.21247855,0.45676774,0.21373646,0.5358173,0.31343132,0.42110732,0.30219072,0.5870924,0.31832874,0.36589283,0.30736595,0.6220906,0.1977225,0.3437493,0.18326479,0.5191725,0.56231856,0.43015325,0.55677307,0.59956795,0.64369655,0.35631126,0.6384916,0.5955569,0.8373689,0.33487582,0.8085024
goddess\god046.jpg,goddess,0.47406164,0.21500488,0.49467418,0.19089076,0.4511033,0.19208273,0.5264789,0.20444128,0.4247689,0.20562515,0.59455085,0.3160315,0.35401037,0.32073936,0.72766906,0.3945975,0.23580152,0.43429637,0.84292454,0.29255724,0.11770831,0.32949612,0.5733046,0.5790151,0.38553256,0.5815238,0.7612053,0.66311026,0.22923186,0.6602277,0.83370614,0.86128527,0.20984189,0.8602421
goddess\god047.jpg,goddess,0.5142498,0.19589679,0.52848434,0.18328376,0.49924725,0.18221007,0.5479248,0.20517436,0.47956926,0.2025519,0.5897357,0.2950312,0.4320405,0.2852205,0.702761,0.30472592,0.32203588,0.2885501,0.7382037,0.20505679,0.29436848,0.20502076,0.56445605,0.50903124,0.44964164,0.50612193,0.6431817,0.64963496,0.3702414,0.6562134,0.7013206,0.811216,0.31918484,0.81795055
goddess\god048.jpg,goddess,0.4839816,0.20128833,0.506504,0.1827944,0.4600245,0.18300791,0.53709286,0.20353822,0.42994243,0.20339578,0.62442094,0.31676713,0.34689713,0.31233466,0.79084355,0.29282275,0.20272025,0.3014137,0.8112266,0.1345665,0.15522051,0.16299629,0.5968611,0.59380215,0.3887571,0.5904211,0.76422095,0.70618415,0.2129056,0.7041714,0.8250052,0.9167463,0.19639167,0.91177356
goddess\god049.jpg,goddess,0.5038017,0.19862702,0.5137467,0.18121026,0.49234432,0.18301576,0.5291682,0.20125993,0.47541985,0.20226708,0.5643448,0.30748826,0.43802235,0.28954366,0.6164815,0.2816362,0.38750118,0.27890164,0.6418499,0.15466306,0.38154492,0.15663731,0.5417951,0.5487676,0.4431452,0.5341672,0.62255085,0.6774859,0.34907836,0.6296648,0.6558793,0.89376235,0.34959963,0.8232617
goddess\god050.jpg,goddess,0.43103924,0.23972385,0.43836603,0.22055231,0.41944996,0.22323881,0.4501893,0.23495509,0.4048447,0.24283002,0.48550877,0.32593554,0.3733714,0.32987353,0.54480225,0.31466,0.31375048,0.3298351,0.55368763,0.2014619,0.29067358,0.2173728,0.47882214,0.5857321,0.3921718,0.5857865,0.54863703,0.6650824,0.31153363,0.67789453,0.56422466,0.8689359,0.28227815,0.8729373
goddess\god051.jpg,goddess,0.49980283,0.1403278,0.51176125,0.115558155,0.48746422,0.11639192,0.52919745,0.14291926,0.47272915,0.14225805,0.5674924,0.28425875,0.43037271,0.2737538,0.5831807,0.4548534,0.42389885,0.4451779,0.5206289,0.33923402,0.49035355,0.34198055,0.5598099,0.593601,0.44415456,0.58845717,0.6654482,0.6555519,0.3309956,0.66366625,0.68696046,0.9328862,0.31902137,0.9330983
goddess\god052.jpg,goddess,0.51531035,0.28581128,0.521796,0.2682796,0.50758463,0.27011684,0.53518176,0.27391702,0.49944356,0.2778436,0.5657786,0.35606983,0.47400507,0.35446563,0.61234546,0.38511783,0.4341702,0.38276535,0.6284339,0.2867642,0.41440657,0.29020974,0.5590581,0.54600537,0.49058056,0.5459541,0.61910784,0.5826121,0.4231986,0.59424317,0.6334203,0.7707193,0.42354316,0.7692567
goddess\god053.jpg,goddess,0.6440866,0.3765736,0.6531447,0.36039624,0.63557947,0.35809344,0.66744435,0.37734276,0.6230196,0.37185025,0.6987165,0.46679908,0.5858623,0.45884666,0.75223166,0.47271898,0.5372843,0.47335643,0.75723493,0.3819099,0.53112245,0.3713947,0.67836076,0.7208806,0.5943668,0.71665615,0.73874,0.8128066,0.53263605,0.8103943,0.7404266,0.9952692,0.5147515,0.98740506
goddess\god054.jpg,goddess,0.5012366,0.1772306,0.4906705,0.16376916,0.5160533,0.16359691,0.443417,0.18663697,0.5795831,0.18476287,0.35042542,0.27307686,0.6875405,0.2734082,0.21231064,0.30238587,0.8222185,0.28506032,0.116261765,0.23288083,0.9005655,0.20636173,0.36431086,0.6020317,0.6160328,0.5987414,0.23477829,0.66140586,0.78526485,0.6447715,0.11978482,0.91289634,0.88186777,0.9150949
goddess\god055.jpg,goddess,0.5003393,0.13197097,0.49097615,0.11984802,0.49988762,0.12187849,0.4640396,0.13950622,0.52306324,0.14414246,0.4303744,0.20904061,0.56763846,0.21282478,0.35852608,0.199965,0.6581849,0.20542553,0.23999518,0.19342375,0.7747087,0.19695735,0.44169933,0.47664753,0.54584676,0.4776993,0.3441702,0.5883738,0.631051,0.5905723,0.3058176,0.7882187,0.6930098,0.7850665
goddess\god056.jpg,goddess,0.48803854,0.23822977,0.50072765,0.21595392,0.472003,0.21785963,0.5179181,0.22891325,0.44926244,0.23260492,0.56255627,0.3376449,0.40228713,0.3398416,0.6474913,0.39591017,0.333765,0.4303129,0.71377355,0.31231582,0.24370627,0.36857554,0.53833014,0.6030225,0.4177057,0.59981054,0.6352447,0.7130089,0.3178526,0.70867753,0.6405508,0.9175977,0.2982652,0.90320367
goddess\god057.jpg,goddess,0.5021979,0.3838036,0.495009,0.37336284,0.50117964,0.37314,0.4667262,0.37969837,0.49975598,0.38121778,0.44257513,0.43234456,0.51525694,0.43622336,0.41243523,0.43579847,0.5660565,0.4208606,0.38863075,0.38517097,0.59628844,0.34360385,0.4572671,0.6157043,0.51195383,0.62019897,0.4397787,0.7168801,0.5623557,0.7207059,0.39209938,0.84253776,0.57362616,0.85851854
goddess\god058.jpg,goddess,0.5112141,0.22456898,0.52172065,0.2055787,0.49894708,0.2055296,0.53690964,0.22261271,0.4831101,0.22321081,0.5771969,0.32089838,0.44468784,0.32321882,0.65404177,0.2993835,0.37136248,0.31668535,0.669489,0.17290035,0.33588386,0.19157036,0.57321775,0.58602756,0.4734658,0.5869399,0.65148807,0.702425,0.38379508,0.71498597,0.67905504,0.9084479,0.36347488,0.91876215
